3000|2000
keen5_outer_space1|0|0|3000|2000|keen5_outer_space1.png|False|-2
keen5_fuel_exhaust_flame1|130|1610|160|160|keen5_fuel_exhaust_flame1.png|True|-1|[keen5_fuel_exhaust_flame1.png,keen5_fuel_exhaust_flame2.png,keen5_fuel_exhaust_flame3.png]|50
keen5_scattered_L_background_plain|200|550|2600|1000|keen5_scattered_L_background_plain.png|False|-1
keen5_moon|146|78|32|32|keen5_moon.png|True|0
keen5_lone_star_blue_small|815|94|32|32|keen5_lone_star_blue_small.png|True|0
keen5_lone_star_blue_small|600|202|32|32|keen5_lone_star_blue_small.png|True|0
keen5_lone_star_blue|444|105|32|32|keen5_lone_star_blue.png|True|0
keen5_outer_space2|959|224|64|64|keen5_outer_space2.png|True|0
keen5_fuel_exhaust_flame1|2700|1610|160|160|keen5_fuel_exhaust_flame1.png|True|0|[keen5_fuel_exhaust_flame1.png,keen5_fuel_exhaust_flame2.png,keen5_fuel_exhaust_flame3.png]|50
keen5_bright_star|1709|1748|26|26|keen5_bright_star.png|True|0
keen5_blue_star_cluster|925|1724|32|32|keen5_blue_star_cluster.png|True|0
keen5_bright_star|925|1756|26|26|keen5_bright_star.png|True|0
keen5_bright_star|312|353|26|26|keen5_bright_star.png|True|0
keen5_distant_galaxy|26|674|64|32|keen5_distant_galaxy.png|True|0
keen5_distant_galaxy|315|1831|64|32|keen5_distant_galaxy.png|True|0
keen5_cyan_gray_background|1114|1613|256|256|keen5_cyan_gray_background.png|False|0
keen5_cyan_gray_background_vent|1176|1611|64|64|keen5_cyan_gray_background_vent.png|True|0
keen5_elevator_rail_corner_top_left|486|1141|26|26|keen5_elevator_rail_corner_top_left.png|True|0
keen5_elevator_rail_corner_bottom_left|486|1423|26|26|keen5_elevator_rail_corner_bottom_left.png|True|0
keen5_elevator_rail_corner_bottom_right|2411|1422|26|26|keen5_elevator_rail_corner_bottom_right.png|True|0
keen5_elevator_rail_corner_top_right|2411|1141|26|26|keen5_elevator_rail_corner_top_right.png|True|0
keen5_elevator_rail_horizontal|512|1141|1900|24|keen5_elevator_rail_horizontal.png|False|0
keen5_elevator_rail_horizontal|512|1425|1900|24|keen5_elevator_rail_horizontal.png|False|0
keen5_scattered_L_background_contraption1|544|752|256|128|keen5_scattered_L_background_contraption1.png|True|0
keen5_scattered_L_background_contraption2|2169|1208|128|128|keen5_scattered_L_background_contraption2.png|True|0
keen5_scattered_L_background_contraption2|2041|1208|128|128|keen5_scattered_L_background_contraption2.png|True|0
keen5_scattered_L_background_contraption2|1785|1208|128|128|keen5_scattered_L_background_contraption2.png|True|0
keen5_scattered_L_background_contraption2|1913|1208|128|128|keen5_scattered_L_background_contraption2.png|True|0
keen5_scattered_L_background_contraption2|1529|1208|128|128|keen5_scattered_L_background_contraption2.png|True|0
keen5_scattered_L_background_contraption2|1657|1208|128|128|keen5_scattered_L_background_contraption2.png|True|0
keen5_scattered_L_background_contraption2|1273|1208|128|128|keen5_scattered_L_background_contraption2.png|True|0
keen5_scattered_L_background_contraption2|1401|1208|128|128|keen5_scattered_L_background_contraption2.png|True|0
keen5_scattered_L_background_contraption2|1145|1208|128|128|keen5_scattered_L_background_contraption2.png|True|0
keen5_scattered_L_background_contraption2|1017|1208|128|128|keen5_scattered_L_background_contraption2.png|True|0
keen5_scattered_L_background_contraption2|889|1208|128|128|keen5_scattered_L_background_contraption2.png|True|0
keen5_scattered_L_background_contraption2|761|1208|128|128|keen5_scattered_L_background_contraption2.png|True|0
keen5_scattered_L_background_contraption2|633|1208|128|128|keen5_scattered_L_background_contraption2.png|True|0
keen5_scattered_L_background_contraption2|505|1208|128|128|keen5_scattered_L_background_contraption2.png|True|0
keen5_scattered_L_background_contraption3|2569|1254|128|128|keen5_scattered_L_background_contraption3.png|True|0
keen5_scattered_L_background_pipes_vertical|1288|630|64|128|keen5_scattered_L_background_pipes_vertical.png|True|0
keen5_scattered_L_background_pipes_vertical|1288|758|64|128|keen5_scattered_L_background_pipes_vertical.png|True|0
keen5_scattered_L_background_pipes_vertical|1288|886|64|128|keen5_scattered_L_background_pipes_vertical.png|True|0
keen5_scattered_L_background_pipes_vertical|1008|630|64|128|keen5_scattered_L_background_pipes_vertical.png|True|0
keen5_scattered_L_background_pipes_vertical|1008|758|64|128|keen5_scattered_L_background_pipes_vertical.png|True|0
keen5_scattered_L_background_pipes_vertical|1008|886|64|128|keen5_scattered_L_background_pipes_vertical.png|True|0
keen5_cyan_gray_background_control_panel1|1180|1678|64|64|keen5_cyan_gray_background_control_panel1.png|True|0
keen5_elevator_rail_vertical|486|1167|24|256|keen5_elevator_rail_vertical.png|False|1
keen5_elevator_rail_vertical|2413|1167|24|256|keen5_elevator_rail_vertical.png|False|1
keen5_floor_green_edge_left|130|487|72|64|10
keen5_wall_green_edge_left|130|550|70|1000|10
keen5_wall_green_edge_left|130|1550|2664|64|10
keen5_wall_green_middle|2794|550|64|1064|10
keen5_wall_green_edge_left|130|550|1000|64|10
keen5_floor_green_middle|202|487|928|64|10
keen5_floor_green_middle|1226|487|1576|64|10
keen5_wall_green_edge_left|2795|488|64|64|10
keen5_floor_green_edge_left|1098|1859|72|64|10
keen5_floor_green_middle|1170|1859|214|64|10
keen5_pipe_platform|2443|829|346|80|10
keen5_wall_green_edge_left|1226|550|1600|64|10
keen5_pipe_platform|2443|909|346|80|10
keen5_pipe_platform|2443|989|346|80|10
keen5_wall_green_middle|1063|444|64|64|10
keen5_wall_green_middle|1234|444|64|64|10
flipping_platform_still|221|809|64|26|12
keen5_green_pole_manhole|1130|487|96|76|15|keen5_green_pole_manhole|MANHOLE|KEEN5_GREEN
keen5_green_pole_middle|2070|447|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2070|415|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2070|383|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2070|351|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2070|319|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2070|287|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2070|255|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2070|223|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_top|2070|101|12|32|15|keen5_green_pole_top|TOP|KEEN5_GREEN
keen5_green_pole_middle|2170|479|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2170|447|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2170|415|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2170|383|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2170|351|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2170|319|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2170|287|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2170|255|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2170|223|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_top|2170|101|12|32|15|keen5_green_pole_top|TOP|KEEN5_GREEN
keen5_green_pole_middle|2270|479|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2270|447|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2270|415|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2270|383|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2270|351|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2270|319|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2270|287|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2270|255|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2270|223|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_top|2270|101|12|32|15|keen5_green_pole_top|TOP|KEEN5_GREEN
keen5_green_pole_middle|2370|479|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2370|447|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2370|415|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2370|383|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2370|351|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2370|319|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2370|287|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2370|255|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2370|223|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_top|2370|101|12|32|15|keen5_green_pole_top|TOP|KEEN5_GREEN
keen5_green_pole_middle|2485|479|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2485|447|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2485|415|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2485|383|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2485|351|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2485|319|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2485|287|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2485|255|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2485|223|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_top|2485|101|12|32|15|keen5_green_pole_top|TOP|KEEN5_GREEN
keen5_green_pole_middle|2585|479|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2585|447|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2585|415|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2585|383|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2585|351|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2585|319|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2585|287|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2585|255|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2585|223|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_top|2585|101|12|32|15|keen5_green_pole_top|TOP|KEEN5_GREEN
keen5_green_pole_middle|2685|479|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2685|447|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2685|415|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2685|383|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2685|351|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2685|319|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2685|287|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2685|255|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2685|223|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_top|2685|101|12|32|15|keen5_green_pole_top|TOP|KEEN5_GREEN
keen5_green_pole_middle|185|479|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|185|447|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|185|415|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|185|383|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|185|351|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|185|319|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|185|287|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|185|255|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|185|223|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_top|185|101|12|32|15|keen5_green_pole_top|TOP|KEEN5_GREEN
keen5_green_pole_middle|285|479|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|285|447|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|285|415|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|285|383|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|285|351|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|285|319|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|285|287|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|285|255|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|285|223|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_top|285|101|12|32|15|keen5_green_pole_top|TOP|KEEN5_GREEN
keen5_green_pole_middle|185|133|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|185|165|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|185|197|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|285|133|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|285|165|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|285|197|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|385|133|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|385|165|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|385|197|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|485|133|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|485|165|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|485|197|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|584|133|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|584|165|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|584|197|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|685|133|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|785|133|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|885|133|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|985|133|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|685|165|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|785|165|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|885|165|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|985|165|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|685|197|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|785|197|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|885|197|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|985|197|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1370|133|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1470|133|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1570|133|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1670|133|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1370|165|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1470|165|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1570|165|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1670|165|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1370|197|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1470|197|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1570|197|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1670|197|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1870|133|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1970|133|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2070|133|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2170|133|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1870|165|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1970|165|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2070|165|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2170|165|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1870|197|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1970|197|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2070|197|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2170|197|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2370|133|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2485|133|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2585|133|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2685|133|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2370|165|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2485|165|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2585|165|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2685|165|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2370|197|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2485|197|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2585|197|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2685|197|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2270|133|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2270|165|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|2270|197|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1770|133|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1770|165|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1770|197|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
chute|222|627|64|64|15|CHUTE|3|
keen5_door|1255|1788|92|94|15|KEEN5_REGULAR|1|3
random_item_generator_closed|1129|1777|124|92|18|1000
keen5_pink_platform|462|1154|62|30|18|KEEN5_PINK|[462,1436,2392,1436,2392,1154,462,1154]|fc1370a3-0a86-428b-9d8a-d1022c6eb3a6|True
keen5_pink_platform|1518|1154|62|30|18|KEEN5_PINK|[462,1154,462,1436,2392,1436,2392,1154]|85f6f837-2e91-4cdf-9d27-5fafbcda985e|True
keen5_pink_platform|1145|1436|62|30|18|KEEN5_PINK|[2392,1436,2392,1154,462,1154,462,1436]|e5844573-331f-4833-a627-1d86c4db3757|True
keen5_pink_platform|2392|1436|62|30|18|KEEN5_PINK|[2392,1154,462,1154,462,1436,2392,1436]|7460281c-aaf3-4a85-9312-65de421665d6|True
keen5_orange_platform|30|400|78|36|18|KEEN5_ORANGE|[30,1800,2900,1800,2900,400,30,400]|4d006914-7737-4aa4-9841-125a60b575be|False
keen5_orange_platform|30|1800|78|36|18|KEEN5_ORANGE|[2900,1800,2900,400,30,400,30,1800]|19da6a05-ed34-4844-9f43-399b4a2aa8f1|False
keen5_orange_platform|2900|1800|78|36|18|KEEN5_ORANGE|[2900,400,30,400,30,1800,2900,1800]|8b086c0b-72e7-4302-b708-5d0ff14f67ed|False
keen5_orange_platform|2900|400|78|36|18|KEEN5_ORANGE|[30,400,30,1800,2900,1800,2900,400]|64c622db-dfdb-4b9e-b257-754833902d07|False
keen5_spinning_fire_hazard1|894|1296|32|32|18
keen5_spinning_fire_hazard1|1020|1296|32|32|18
keen5_spinning_fire_hazard1|1146|1296|32|32|18
keen5_spinning_fire_hazard1|1276|1296|32|32|18
keen5_spinning_fire_hazard1|1402|1296|32|32|18
keen5_spinning_fire_hazard1|1532|1296|32|32|18
keen5_spinning_fire_hazard1|1659|1296|32|32|18
keen5_spinning_fire_hazard1|1788|1296|32|32|18
keen5_spinning_fire_hazard1|1916|1296|32|32|18
enemy_spawner1|207|1456|92|94|18|[Sparky]|10|20|100000000
enemy_spawner1|2700|1456|92|94|18|[Sparky]|10|20|100000000
enemy_spawner1|160|414|92|94|18|[LittleAmpton]|3|100|10000000
enemy_spawner1|888|414|92|94|18|[LittleAmpton]|3|100|10000000
enemy_spawner1|2575|414|92|94|18|[LittleAmpton]|3|100|10000000
enemy_spawner1|1387|414|92|94|18|[LittleAmpton]|3|100|10000000
keen_stand_left|1187|1481|26|64|LEFT
keen5_horizontal_slicestar|2442|922|58|60|25|RIGHT|2442|2700
keen5_sphereful1|2379|1473|62|62|25
keen5_spirogrip_rotate5|541|686|32|62|25
keen5_robo_red_right|559|383|126|128|25
keen5_robo_red_right|1870|383|126|128|25
neural_stunner_shotgun|2533|753|53|22|50|40
neural_stunner_smg_1|2487|753|46|22|50|30
keen5_tart_stix1|2697|752|30|30|50|KEEN5_TART_STIX
neural_stunner1|2171|1296|30|22|50|5
neural_stunner1|2042|1296|30|22|50|5
neural_stunner1|765|1296|30|22|50|5
neural_stunner1|634|1296|30|22|50|5
keen5_bag_o_sugar1|244|714|26|32|50|KEEN5_BAG_O_SUGAR
keen5_bag_o_sugar1|244|746|26|32|50|KEEN5_BAG_O_SUGAR
fg_keen5_wall_black_middle_1|1100|1614|32|280|fg_keen5_wall_black_middle_1.png|False|201
fg_keen5_wall_black_middle_1|1348|1614|32|280|fg_keen5_wall_black_middle_1.png|False|201
keen5_switch1_off|2742|475|32|32|15|KEEN5_1|[64c622db-dfdb-4b9e-b257-754833902d07,8b086c0b-72e7-4302-b708-5d0ff14f67ed,19da6a05-ed34-4844-9f43-399b4a2aa8f1,4d006914-7737-4aa4-9841-125a60b575be]|False
